IsSpam,Text
0,"correction conference call tuesday february ssb conference calltuesday february estbeyond california the power however themarkets foretell stronger prices across the country continue recommend the power producers based both our power priceand spark spread analyses which show strengthening spark spreads theunited states despite the record highs recently seen the natural gasmarkets highlight calpine nrg energy and mirant our volatility indices demonstrate dramatic shift historical volatilityto the western hubs and away from the midwestern markets weexpect volatility persist the west likely accompanied highervolatility the remainder the country this benefits energymerchants and highlight enron dynegy duke and paso dial intlreplay intlreservation replay until hosted raymond nilesdirectorpower natural gas researchsalomon smith barney raymond nilespower natural gas researchsalomon smith barney ray niles ssmb coms"
0,"california update executive summary the likelihood there being involuntary bankruptcy filing against the utilities appears greater than this not only due the circumstances surrounding the filed rate doctrine case mentioned below but also because the day cure period during which the utilities have not been paying their bills will end this week increasing the likelihood that their ipp creditors will act against them the state loses the filed rate doctrine case today which believed will happen and there involuntary bankruptcy filing even the threat one this bail out plan will enacted quickly utilities cpucgovernor davis attempt delay the filed rate doctrine case will not succeed the case will come before the judge monday february the federal judge expected rule summary judgment favor the utilities however the judge will not allow the utilities collect the injunction release they are requesting kwh this will left appellate court the decision not allow the utilities collect this cash could trigger involuntary bankruptcy filing the smaller ipps noted our reports last week larger out state generators such duke reliant and dynegy noted the press this morning this expected next week the week after prospects for bailoutbill effectively dead from lack support senator burton despite his public refusals moving closer agreeing utility bail out the statements burton and the state treasurer are merely negotiating position they are more concerned about the possibility bankruptcy than they appear for burton this because his long association with labor unions the unions oppose the utility bankruptcy burton has been negotiating with consumer advocate harvey rosenfield not get attacked him the deal burton expected arrange would for bonds issued the utilities rather than the state but with some kind state support but less than full faith and credit the state which would not pass this would amount the securitization extra charge power bills though the actual amount not known these bonds would asset backed securities with payment receivable from rate payers the term these bonds unknown the term made quite long years the associated rate increase could very small the state would purchase the utilities transmission assets for very high price the amount the extra charge power bills will not known until the price the transmission assets settled the state loses the filed rate doctrine case today which believed will happen and there involuntary bankruptcy filing even the threat one sources believe that this bail out plan will enacted quickly noted earlier report the california legislature habitually does not act until things hit the wall expected that the republicans the legislature will follow burton lead and support the bail out plan the assembly members particular are not yet supportive plan this nature one moderate democratic legislator with whom our source spoke said that the opposition bail out her central valley district however involuntary filing the threat thereof may enough trigger legislative support would allow the argument imminent threat the people the state california consumer oppositionharvey rosenfield too short cash fight this plan and the associated rate increase with anything but referendum the referendum fails intends attack individual legislators though not john burton who reportedly has immunity from rosenfield some legislators are thinking voting for the bail out plan then supporting referendum from rosenfield later however the bail out plan and rate increase described above passed through the legislature bill rather than put place the puc for example cannot reversed referendum additional insurance against rosenfield supporting the bonds issued under the plan the state can argue that its credit would impaired the case referendum repeal the plan while not clear that this factual argument still might impede any referendum "
0," meeting with jeff skillinglouise per our conversation last week you might interested the following meetings original message from chapman kaysent wednesday february pmto taylor liz heathman karen daw nicki taylor liz kimberly hillis hou ect enron sera sherri lehr tonai watson denys gutierrez anabelcc chapman kaysubject meeting with jeff skillingdave delainey has asked that contact each you for the following meetings date february date february thursday thursdaytime time amlocation skilling office location skilling officetopic charter review topic charter review attendees jeff skilling attendees jeff skillingrick buy rick buymark frevert mark frevertdave delainey dave delaineyjohn lavorato john lavoratojohn thompson michael millerscott joseyif you have any questions please feel free call thanks kay "
0,"west power reports lousie and tammie per kimberly instruction will sending west power reports you daily basis attached please find them for trading date let know you have questions thanks fran forwarded fran chang pdx ect fran chang pmto kimberly hillis hou ect ect tim belden hou ect ect michael driscoll pdx ect ect mike swerzbin hou ect ect matt motley pdx ect ectcc subject west power reports please let know you have questions thanks fran "
0,"california for questions contact robert johnston court case denies rate hikesas forecast our report yesterday the federal court los angeles refused allow the two california utilities raise rates recoup undercollections their power costs since last august had expected that the court would rule favor the utilities but push the rate hike question appeals court instead judge ronald lew refused rule the case because technical considerations and postponed hearing until march the utilities now face imminent end creditor forbearance without the prospect short term rate hikes edison reaches the end its grace period for million payment today and million payment thursday absent the political cover the court impose rate hikes the governor and the state legislature are equally tenuous position bankruptcy grows more likelyregardless the legal technicalities the bottom line the same have cautioned since last wednesday there serious risk that creditor orgroup creditors could push for bankruptcy perhapsas soon tomorrow when the period forbearance agreed financial creditors runs out before this ruling there was reasonable assurance that the utilities would restored health their court victory now there real fear coherent deal isunravelling and that will not take much for small group financial creditors break ranks and the prospects for supplier creditors now lookmuch bleaker and more dangerous and there increased temptation for the utilities declare bankruptcy and take their chances with judge ratherthan the california assembly the politicians will try find way prevent bankruptcy but will now difficult disarray the legislaturefor now the only card still being played the give you dollar you give hot dog plan state senator burton accurately summed the statepumps money into the utilities return for some kind asset warrants transmission lines whatever anything that can brandished front the voters asproof that the utilities suffered and paid but there little energy among legislators for either the proposed solutions one senior figure sacramentotold our source yesterday afternoon legislators are running scared and don know single legislator either house either side who has the slightestsympathy for the utiltiies now they think the utiltiies have either been incompetent shrewd both the ruling will all likelihood send officials back thedrawing board davis will propose kind shadow plan friday but there will real substance what are supposed just fourdays there will not real substantive plan for three weeks think the earliest that period uncertainty and lack energy the legislature couldpanic the creditors now bankruptcy courtif davis fails cobble together last minute deal for rate hikes and some kind purchase transmission assets then all parties will have workoutin federal bankruptcy court the most likely scenario which flagged last week that the small ipps file involuntary bankruptcy against edison followedpossibly involuntary bankruptcy would shield the utilities from creditor lawsuits and temporarily relieve them from debt payments there alsospeculation the press this morning that some creditors are talking about liquidation proceeding but that cannot yet confirmed sources "
0," heartland industrial partnersheartland industrial partners one issue did not discuss this morning these mails summarize the situation have not been able get resolution yet who provides the home for this investment doesn fit ena bowen doesn want eim ees does not want invest this kind capital although delainey did ask for some additional information forwarded richard lydecker corp enron richard lydecker pmto david delainey hou ect ectcc brian redmond hou ect ectsubject heartland industrial partnerswith respect your questions concerning the heartland industrial partners fund and current investments heartland private equity buyout fund with billion commitments the targeted size the fund billion the fund headed david stockman former managing director the blackstone group stockman was director omb under reagan heartland objective irr gross the limited partners the limiteds get preferred return after which the gets carried return the also receives management fee experience these terms are consistent with most private equity funds the fund objective acquire and expand industrial companies sectors ripe for consolidation and growth these industrial platform scaleups are targeted sectors such aerospace components and materials automotive suppliers capital goods chemicals plastics conversion metal working etc the fund has two investments currently mascotech merger three fund companies leading global designer and supplier high quality low cost metal formed components assemblies and modules for the transportation industry products include noise vibration and harshness products transmission and transfer case components engine components wheel end and suspension components axle driveline components estimated revenues were billion the company has facilities countries employees agreement purchase collins aikman corporation was signed january leader automotive floor and acoustic ceilings and leading supplier automotive fabric interior trim and convertible top systems with sales billion the original dash april predicated that ena will receive the exclusive right provide all energy related products and services each platform company owned the fund ena will submit comprehensive long term energy managment plan for each platform company hip will obligated accept and implement the plan long the plan provides cost benefit relative the platform company current practices after accounting for switching costs the expected value this business ena about forwarded richard lydecker corp enron from raymond bowen enron enronxgate pmto david delainey hou ect ect richard lydecker corp enron enroncc brian redmond hou ect ect wes colwell hou ect ect raymond bowen hou ect enron jeffrey mcmahon enron enronxgatesubject heartland industrial partnersdave congrats your new role heartland industrial partners was investment pursued solely for the purpose providing deal flow for energy outsourcing opportunities when ena industrial group was following broad based energy outsourcing business plan has zero relevance eim business fact heartland has been reflected ena balance sheet ever since the creation eim last august brad dunn has administered the relationship transitional matter the intervening months brad has attempted get ees take the transaction but they have expressed interest the capital commitment however ees wants the option look the energy outsourcing opportunities the transaction thought could get free option would take the same position enron get anything out heartland industrial partners beyond the return our invested dollars that value will come ees since there paper steel aspect heartland doesn belong eim and don want would happy discuss different note there are lots opportunities for ees and eim work together energy opportunities eim pulp colwell wes raymond bowen hou ect enronsubject heartland industrial partnersrichard understanding that this investment currently ray bowen business ena shoes would say would have interest taking that responsibility ees shoes would like take closer look the possible connections please send some info the investment fund and their current investments portfolio have also heard that tom white has been talking you about ees taking the catalytica investment with ees shoes way regardsdelainey forwarded david delainey hou ect richard lydecker enron amto david delainey hou ect ectcc brian redmond hou ect ect wes colwell hou ect ectsubject heartland industrial partnersdave may enron north america committed invest million heartland industrial partners private equity fund the terms the fund investment are fairly typical and not particularly exciting for limited partner such the deal was sold the basis ena getting exclusive rights provide energy management services companies owned the fund these were cost effective the claimed benefits for the energy management tie were calculated million the deal was originated brad dunn who now eim ownership this commitment had been assigned jim ajello the kinds energy management services associated with this deal are now provided ees while they are happy exploit any opportunity their business plan does not contemplate investment substantial capital this kind deal short they have interest picking the commitment and capital employed via intercompany transfer private equity funds such this are highly illiquid design and the normal investment cycle least years the heartland partnership has year life enron did negotiate the right sell its interest after years practical matter that right guarantees neither fair price even market there logical home for this investment that know ena except portfolio question this ena responsibility would move eim balance sheet ena have choice but retain the investment group will take responsibility for and our best monetize funds invested date about million and sell the remaining commitment since the fund itself still marketing limited partnership interests however will extremely difficult get out our investment commitment the foreseeable future under any circumstances finding buyer will time consuming and expensive this poster child for patient investment capital want ensure that you are aware the situation case your view that the obligation should transferred eim which believe has assumed the charter the ena group that formerly managed this investment dick "
0,"sent behalf cindy olsonplease read the attached memo regarding the handling hpl employees this information has been communicated the enron community and the affected employees thanks fran forwarded fran mayes hou ect fran mayes pmto andrea yowman corp enron enron marla barnard enron communications enron communications robert jones corp enron enron david oxley hou ect ect elizabeth tilney hou ees ees gary smith ots enron enron drew lynch lon ect ect kalen pieper hou ees eescc cindy olson corp enron enron brian redmond hou ect ectsubject sent behalf cindy olsonplease read the attached memo and communicate the appropriate generalists and recruiting staff within your organization thanks fran"
0," status updatethe attached memo provides update the hpl transition issues discussed last week fran has also added some support her team regards brian"
0," elektro short presentation original message from gonzalez orlandosent tuesday february pmto lavorato john mcdonald rebeccacc delainey david hughes james kishkill joe wiggs brett joao carlos albuquerque enron com lotavio elektro com brsubject elektro short presentationattached summary the current status the elektro rfp well review the free customer data currently have two possible offers coming the next day are working the other options with eletrobolt rio gen petrobras suppliers will call discuss forwarded orlando gonzalez enron joao carlos albuquerque orlando gonzalez enron enron joe kishkill enron enroncc joao carlos albuquerque enron enron luis henriques enron enron brett wiggs enron enronsubject elektro short presentationorlando find attached summary elektro short status draft the rfp and presentation elektro free and potentially free customers carlos"
0,"canada plan forwarded david delainey hou ect from rob milnthorp pmsent nella cappellettoto david delainey hou ect ect john lavorato corp enroncc subject canada planas promised please find attached the canada plan regards rob"
0," central region forwarded david delainey hou ect from laura luce enron pmto david delainey hou ect ect john lavorato enron enronxgate edie leschber hou ect ectcc hunter shively hou ect ect lynn pikofsky corp enron enronsubject central regiondave attached please find the central region plan you have questions comments please contact appreciate your patience respect the delay this material laura"
0,"elektro short positionfor this morning call thanks forwarded orlando gonzalez enron luis henriques orlando gonzalez enron enroncc subject elektro short positionsee attached file for our today conference call luiz otavio"
0,"jeff skilling visit south americawe have final confirmation for the week march will send preliminary agenda out asap this time are planning one day visit buenos aires sao paulo brasilia and rio our overall business review will sao paulo this point are trying schedule argentina for monday order minimize travel time forwarded orlando gonzalez enron orlando gonzalez enron enroncc subject visit south americaorlando have firm dates for you now for jeff visit america scheduled arrive sao paulo monday march the continental non stop flight from houston scheduled depart sao paulo sunday march available you monday through friday that week but wishes arrive rio around mid day friday march take some personal time over the weekend jeff would like hold employee meetings the sao paulo rio and buenos aires offices addition visiting with customers and government officials important for him travel bolivia will does indeed travel bolivia please advise any visas etc that are required please send outline where and when will travel soon possible many thanks for your assistance srs"
0," gas daily options revaluationthis inform you that are rolling out changes the gas daily option pricing model currently the system not properly pricing index puts and calls locations with gas daily index premiums discounts puts and calls are priced the same level matter what the index the change will result raising call values lowering put values locations with index premiums and the opposite locations with index discounts addition index plus minus option deals for example index puts which are currently incorrectly priced flat the index option the index put priced flat the index put will accurately priced reflect the difference strikes anyone has any questions please call thank you larry may"
0,"new incorporationeim holdings canada was incorporated nova scotia january particulars are parent company eim holdings netherlands business own canadian pulp and paper assets acquired from daishowa shares authorized ordinary par value issued directors and officers attachedemployees nonecompany eimhcnote sylvia evidence follow hand kate coledirector corporate servicesenron corp tel fax email kate cole enron com"
0,"thoughts upcoming visitlouise thoroughly enjoyed our telephone conversation several weeks ago aspromised following with some thoughts how might best use thetime have your calendar next week very much looking forward tothe visit with you and some your team members joining the visitwill yoko sugiura selden she works with consulting businessand also helping with the course she former investment bankerand joined firm after were married thought might indicate someof the discussion areas would like explore just remind you have launched brand new course columbiauniversity graduate school business titled internet financialmanagement the theme the course how companies can use the internetto create sustained excess shareowner returns this theme applies equallyto pure play and companies well the bulk traditionalcompanies that are trying figure out how best leverage the internet intheir normal course business describe this process have used theterm tizing that mean the total transformation firm sbusiness processes such that all relevant operations and communications whether they are internal among operating units and functions orexternal between firm and its customers suppliers and alliancepartners are performed the internet obviously the decision whereto tize and where not ultimately roi question the way geuses the term digitizing for roughly the same notion order make the course experience for the students especially valuableand provide much broader exposure for columbia the internet area ihave departed from the typical course format two key ways first sinceeverything moving too quickly for textbook exist have assembled aworld class group lecturers who have kindly agreed make the time tojoin second the students are grouped teams work specificaction learning projects with corporate sponsors addition geoff colvinof fortune and are writing the lecturers and will craft them into aseries fortune articles far have been very fortunate thespeakers have been extremely accommodating and absolutely outstanding inboth content and delivery not create any pressure give you afeel terry jones the ceo travelocity will spending good deal oftime this coming monday discussing the implications what haslearned creating one the most effective internet sales and marketingmachines for traditional companies that sell consumers further background the student teams are working with applied materials travelocity trilogy and barnes noble com this small set companiesrepresents nice cross section and more traditional brick andmortar companies irrespective the company setting each student teamwill focusing projects that deal with using the internet createsustained excess shareowner returns the target fortune audience will alsocover broad cross section companies but with emphasis ontraditional non pure play internet enterprises louise with respect your presentation would like for you explore afairly specific set issues that the student teams will able touse the learnings leverage their projects with their sponsor companiesand the series lectures will mesh together very effectively for ourwriting for fortune for the non pure play internet companies want use and enron bestpractice examples have been meeting extensively with the folks and ambeginning get pretty good handle what they are doing today and whatthey are likely doing over the next few years the same vein iview visit enron having three primary goals getting knowyou and some the enron management team getting good understandingof how your business using the internet create shareowner value and iii establishing working outline for your session april clearly and especially will form the basis for iii have scheduled the following times with tammie meet with you and oryour team february louise work and plan for feb february work with other team membersfebruary louise review learnings and plan iii sampling the kinds questions would like investigate would bethe following the essence what you have accomplished the creation totally newbusiness tizing pre existing business how pervasive the use the internet the day day running ofenron for example has enron gone the route cisco and trying toe tize sufficiently close your books globally daily basis what extent the approach your business the internet creatingor forcing compatibility technology information systems between you andyour customers trading partners and suppliers participants inthe physical value chain discussed the critical role process definition and detailed mappingto your success could you outline for the process and what are the major success factors and failure factors from technology perspective believe you mentioned that you firstlooked outside for solution and found that typical erp type approacheswould have required such massive modifications that you felt starting fromscratch would more valuable would like discuss that moredetail also how did you systematically tackle the task what was thetimeline having been through the experience what are the key learningsfor next time what not what more off and how faster also the technology level would very interested learning aboutthe full set technology building blocks including telecom hardware servers routers etc storage software and hardware content software also along those lines what are the costs capital set andmaintenance should this revenue how the overall technology investment managed get optimalsynergies and yet not impinge the distinctive diverse needs variousdifferent businesses enron how are you measuring customer supplier and operational metricsdifferently due your internet efforts how has this change the form content and use your financials after reading this mail you have any thoughts please don hesitate togive call send mail message yoko and are really looking forward our visit thanks advance best regards larry"
